WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,WOD_2__Transferable_Month__c,Comments__c,Policy_Name_HDI__c,WOD_2__Months_Covered_From__c,Job_Code_Group_HDI__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,Months_Covered_From_Invoice_Date_HDI__c,WOD_2__Transferable__c,WOD_2__Months_Covered__c,WOD_2__Days_Covered_From__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,WOD_2__Expression__c,Months_Covered_From_Shipment_HDI__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,WOD_2__Priority__c,Forced_Selection_Needed_During_DR_HDI__c,External_ID_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,0.0,False,,,0.0,,10000.0,,,Extended Protection Plus 48Months or 10000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 48Months or 10000 Hours Full machine Distance Labour Parts,,EXT-PP-48-10000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,48.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,158.0,False,110000000040400,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,5000.0,,,Extended Protection Plus 60Months or 5000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 60Months or 5000 Hours Full machine Distance Labour Parts,,EXT-PP-60-5000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,60.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,159.0,False,110000000040401,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,7500.0,,,Extended Standard 60 Months or 7500 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 60 Months or 7500 Hours Full machine Distance Labour Parts,,EXT-S-60-7500-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,60.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,160.0,False,110000000040390,,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,4500.0,,,Extended Protection Plus 36 Months or 4500 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 36 Months or 4500 Hours Full machine Distance Labour Parts,,EXT-PP-36-4500-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,36.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,161.0,False,110000000040396,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,7500.0,,,Extended Protection Plus 36 Months or 7500 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 36 Months or 7500 Hours Full machine Distance Labour Parts,,EXT-PP-36-7500-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,36.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,162.0,False,110000000040397,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,5000.0,,,Extended Standard 60 Months or 5000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 60 Months or 5000 Hours Full machine Distance Labour Parts,,EXT-S-60-5000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,60.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,163.0,False,110000000040388,,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,8000.0,,,Extended Standard 60 Months or 8000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 60 Months or 8000 Hours Full machine Distance Labour Parts,,EXT-S-60-8000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,60.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,164.0,False,110000000040389,,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,3000.0,,,Extended Protection Plus 24 Months or 3000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 24 Months or 3000 Hours Full machine Distance Labour Parts,,EXT-PP-24-3000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,24.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,165.0,False,110000000040393,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,7500.0,,,Extended Protection Plus 60Months or 7500 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 60Months or 7500 Hours Full machine Distance Labour Parts,,EXT-PP-60-7500-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,60.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,166.0,False,110000000040402,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,8000.0,,,Extended Protection Plus 60Months or 8000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 60Months or 8000 Hours Full machine Distance Labour Parts,,EXT-PP-60-8000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,60.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,167.0,False,110000000040403,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,2000.0,,,Extended Protection Plus 24 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 24 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-PP-24-2000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Inactive,,EUROPE,False,,,,True,24.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,168.0,False,110000000040391,,,NEW;NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,4000.0,,,Extended Protection Plus 48Months or 4000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 48Months or 4000 Hours Full machine Distance Labour Parts,,EXT-PP-48-4000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,48.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,169.0,False,110000000040398,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
OR,0.0,False,0.0,,0.0,,9999999.0,,,"Service Goodwill MH Customer Tramonto Antonio Srl  24 Months 4000 Hours Full Machine Distance, labour and parts - Not transferable",,,False,False,"Service Goodwill MH Customer Tramonto Antonio Srl  24 Months 4000 Hours Full Machine Distance, labour and parts - Not transferable",,GW-SR-24-4000-FULL-DLP-MHTRAMONTO-NOTTRANFERABLE,0,EUROPE,Dealer,True,GOODWILL,ANY,False,2021-01-01,,Active,0.0,EUROPE,False,,,30.0,False,0.0,,,,False,2030-12-31,0.0,,,0.0,0.0,Dealer Rental,244.0,False,110000000043980,0.0,,NEW,False,,0.0
OR,0.0,False,0.0,,0.0,,9999999.0,,,Goodwill Standard 00 Months or 0000 Hours Limited Machine Distance Parts Labour,,,False,False,Goodwill Standard 00 Months or 0000 Hours Limited Machine Distance Parts Labour,,GW-S-00-0000-LIMITED-DLP,0,EUROPE,Dealer,True,GOODWILL,ANY,False,2021-01-01,,Active,243.0,EUROPE,False,,,72.0,True,0.0,,,,False,2060-12-31,0.0,,,0.0,0.0,Dealer Rental,243.0,False,110000000043740,0.0,,NEW;REFURBISHED;PREOWNED,False,,0.0
OR,0.0,False,0.0,,9999.0,,10000.0,,,Planned Maintenance 72 month 10000 hours,,,False,False,Planned Maintenance 72 month 10000 hours,,PM-SL-72-10000-MAINTENANCE-LPT,0,NORTHAMERICA,Dealer,True,MAINTENANCE,ANY,False,2021-09-01,,Active,0.0,NORTHAMERICA,False,,,0.0,False,72.0,,,,False,2033-09-01,0.0,,,0.0,0.0,Dealer Rental,2511.0,False,110000000043720,0.0,PARTS_SLP_LABOR,NEW,False,,9999.0
OR,0.0,False,0.0,,0.0,,1000.0,,,Standard Standard 12 Months or 1000 Hours Full machine Distance Labour Parts,,,False,False,Standard Standard 12 Months or 1000 Hours Full machine Distance Labour Parts,,STD-S-12-1000-FULL-DLP,0,EUROPE,Dealer,True,STANDARD,ANY,False,2022-01-01,,Active,0.0,EUROPE,False,,,18.0,False,12.0,,,,True,2099-01-01,0.0,,,0.0,0.0,Dealer Rental,112.0,False,110000000043860,0.0,,NEW,False,,0.0
OR,0.0,False,0.0,,99999.0,,15000.0,,,REMARKETING WARRANTY,,,False,False,REMARKETING WARRANTY,,EXT-CPO-PTHYD,0,NORTHAMERICA,Dealer,True,EXTENDED,ANY,False,2022-08-11,,Active,0.0,NORTHAMERICA,False,,,0.0,False,999.0,,,,False,2099-08-11,0.0,,,0.0,0.0,Dealer Rental,2002.0,False,110000000044021,0.0,POWERTRAIN_HYDRAULICS,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,99999.0
OR,0.0,False,0.0,,0.0,,9999999.0,,,REMARKETING WARRANTY,,DRIVELINE_HYDRAULIC;Emissions,False,False,REMARKETING WARRANTY,,EXT-CPO-PTHY,0,NORTHAMERICA,Dealer,True,GOODWILL,ANY,False,2022-08-01,,Active,0.0,NORTHAMERICA,False,,,0.0,True,0.0,,,,False,2099-08-10,0.0,,,0.0,0.0,Dealer Rental,2001.0,False,110000000044020,0.0,POWERTRAIN_HYDRAULICS,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,0.0
OR,,False,,,,,0.0,,,Out of Warranty,,,False,False,,,Out of Warranty,,EUROPE,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,STANDARD,,False,2022-11-01,,Active,,EUROPE,False,,,,False,0.0,,,,False,2022-12-31,,,,,,First Owner;Preowned;Dealer Rental,2.0,False,,,,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,
OR,,False,,,,Retail,999999.0,,,Out of Warranty N- A,,DRIVELINE_HYDRAULIC;Emissions;POWERTRAIN-LP,False,False,,,Out of Warranty - NA,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,STANDARD,,False,2022-01-01,,Active,,NORTHAMERICA,False,,,,False,999.0,,,,False,2122-12-31,,,,,,First Owner;Preowned;Dealer Rental,3.0,False,,,PARTS_LABOR;POWERTRAIN;POWERTRAIN_HYDRAULICS,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,
OR,,False,,,,,0.0,,,No Warranty,,,False,False,,,No Warranty,,EUROPE,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,STANDARD,,False,2022-01-01,,Active,,EUROPE,False,,,,False,0.0,,,,False,2050-01-31,,,,,,First Owner;Preowned;Dealer Rental,1999.0,False,,,,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,
OR,,False,,,,,0.0,,,Inventory Item(s) in stock,,,False,False,,,Inventory Item(s) in stock,,EUROPE,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,STANDARD,,False,2022-01-01,,Active,,EUROPE,False,,,,False,0.0,,,,False,2050-12-31,,,,,,First Owner;Preowned;Dealer Rental,1998.0,False,,,,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,
OR,,False,,,,,999999.0,,,No Warranty NA,,,False,False,,,No Warranty NA,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,STANDARD,,False,2022-01-01,,Active,,NORTHAMERICA,False,,,,False,9999999.0,,,,False,2122-12-31,,,,,,First Owner;Preowned;Dealer Rental,1990.0,False,,,,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,
OR,,False,,,,,999999.0,,,Inventory Item(s) in Stock NA,,,False,False,,,Inventory Item(s) in Stock NA,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,STANDARD,,False,2022-01-01,,Active,,NORTHAMERICA,False,,,,False,99999.0,,,,False,2122-12-31,,,,,,First Owner;Preowned;Dealer Rental,1991.0,False,,,,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,
OR,0.0,False,,,99999.0,,4000.0,,,Extended Maintenance 24 Months or 4000 Hours Full machine Distance Labour Parts,,,False,False,Extended Maintenance 24 Months or 4000 Hours Full machine Distance Labour Parts,,EXT-MN-24-4000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,501.0,False,110000000018500,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,1500.0,,,Sales 15 Month/1500 Hour Warranty,,STANDARD_FULL,False,False,Sales 15 Month/1500 Hour Warranty,,STD-SL-15-1500-FULL-LP,"Updated plan to included Service regions 100, 200 &amp; 300.",NORTHAMERICA,Dealer Rental/ RPO,True,STANDARD,ANY,False,2011-11-01,,Active,,NORTHAMERICA,False,,,0.0,True,15.0,,,,False,2044-01-01,0.0,,,999.0,15.0,First Owner,129.0,False,110000000019100,0.0,PARTS_LABOR,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Standard Standard 24 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Standard Standard 24 Months or 2000 Hours Full machine Distance Labour Parts,,STD-S-24-2000-FULL-DLP,DL modes removed from this poicy and included in &quot;Standard Standard 12 Months or 1000 Hours Full machine Distance Labour Parts&quot;.,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO;Dealer Rental/ RPO,True,STANDARD,ANY,False,2009-01-01,,Active,,EUROPE,False,,,30.0,True,24.0,,,,True,2060-01-01,0.0,,,0.0,0.0,First Owner,1111.0,False,110000000019120,0.0,DISTANCE_LABOUR_PARTS;CONSIGNMENT_POLICY,NEW,False,,99999.0
OR,0.0,False,,,999999.0,,8000.0,,,Extended key Account 48 Months 8000 Hours Powertrain Distance Labour Parts CEMEX,,,False,True,Extended key Account 48 Months 8000 Hours Powertrain Distance Labour Parts CEMEX,,EXT-NG-48-8000-PWT-DLP-CEMEX,Daniel Araguz 01/10/2019: Policy created for CEMEX key account deal (SEP-2019). Only applicable for eligible CEMEX machines.,EUROPE,Dealer Rental/ RPO,True,EXTENDED,ANY,False,2019-10-01,,Active,,EUROPE,False,,,0.0,False,48.0,,,,True,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,601.0,False,110000000032121,0.0,PARTS_LABOR_TRAVEL;DRIVELINE,NEW,False,,999999.0
OR,0.0,False,,,0.0,,3000.0,,,"Key Account Warranty extension 12 + 60 months / 3000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 60 months / 3000 total hours (Parts, labour and mileage )",,EXT-KA-72-3000-KAFULL-DLP,,EUROPE,Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-07-23,,Active,,EUROPE,False,,,78.0,False,72.0,,,,False,2065-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,705.0,False,110000000041081,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,2000.0,,,Extended Protection Plus 36 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 36 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-PP-36-2000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2021-01-01,,Active,0.0,EUROPE,False,,,0.0,True,36.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,6002.0,False,110000000041980,0.0,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,False,,99999.0
AND,,False,,,,,6000.0,,,STD-SL-48-6000-FULL-Large Frame Promo,,STANDARD_FULL,False,False,Sales Large Frame Promo 48 Months / 6000 Hours FULL,,STD-SL-48-6000-FULL-Large Frame Promo-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,STANDARD,,False,2020-01-01,,Active,,NORTHAMERICA,False,,,,True,48.0,,,,False,2050-01-01,,,,,48.0,First Owner;Preowned;Dealer Rental,250.0,False,,,FULL,NEW;Demo,False,,
AND,0.0,False,,,99999.0,,5000.0,,,Standard 36 Month/5000 Large Frame Promo Hour Warranty,,STANDARD_FULL,False,False,Large Frame Promo 36 Month/5000 Hour Warranty,,STD-SL-36-5000-FULL-Large Frame Promo-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,True,2075-01-01,0.0,,,999.0,36.0,First Owner;Dealer Rental,253.0,False,,0.0,FULL;PARTS_LABOR,NEW;CONSIGNMENT,False,,99999.0
AND,,False,,,999999.0,,2000.0,,For Certified Machine,24 Months 2000 Hours Certified POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;POWERTRAIN-LP,False,False,24 Months 2000 Hours Certified POWERTRAIN + HYDRAULICS,,EXT-CERTIFIED-24-2000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,EXTENDED,ANY,False,2023-09-01,,Active,,NORTHAMERICA,False,,,,False,24.0,,,,False,2096-09-01,0.0,,,0.0,,First Owner;Preowned;Dealer Rental,7557.0,False,,0.0,PARTS_LABOR,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,999999.0
AND,0.0,False,,,0.0,,7500.0,,,Goodwill Full,,STANDARD_FULL,False,False,Goodwill Full,,GW-SL-7500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,GOODWILL,ANY,False,2008-05-19,,Active,,NORTHAMERICA,False,,,0.0,False,0.0,,,,False,2099-05-19,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9016.0,False,,0.0,,NEW;PREOWNED,False,,0.0
AND,,False,,,99999.0,,6000.0,,,48 Months 6000 hours protection plus full,,STANDARD_FULL,False,False,48 months 6000 hours protection plus full,,EXT-PP-48-6000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,EXTENDED,ANY,False,2013-01-02,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5150.0,False,,0.0,FULL;PARTS_LABOR,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,99999.0
AND,,False,,,0.0,,5069.0,,For Certified Machine,6 Months 1000 Hours Certified POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;POWERTRAIN-LP,False,False,6 Months 1000 Hours Certified POWERTRAIN + HYDRAULICS,,EXT-CERTIFIED-6-1000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,EXTENDED,ANY,False,2023-09-01,,Active,,NORTHAMERICA,False,,,0.0,False,6.0,,,,False,2096-09-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,7500.0,False,,0.0,,NEW;REFURBISHED;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT;Demo,False,,0.0
AND,,False,,,999999.0,,5000.0,,,Promotion 36 Month/5000 Hour Special Promo Warranty,,STANDARD_FULL,False,False,Promotion 36 Month/5000 Hour Special Promo Warranty,,STD-SL-36-5000-FULL-Special Promo-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,EXTENDED,ANY,False,2023-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2055-01-01,0.0,,,999.0,,First Owner;Dealer Rental,255.0,False,,,FULL;PARTS_LABOR,NEW;CONSIGNMENT,True,,999999.0
OR,,False,,,,,6000.0,,,"Develon Premium Extended Warranty 60 months or 6,000 operation hours, full machine, distance, labor and parts coverage",,,False,False,"Develon Premium Extended Warranty 60 months or 6,000 operation hours, full machine, distance, labor and parts coverage",,EXT-DP-60-6000-DPFULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,60.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,6033.0,False,,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,False,,99999.0
AND,100.0,False,,,99999.0,,7350.0,,,24 Months 7350 Hours Protection Plus POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;Emissions,False,False,24 Months 5000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-24-7350-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",False,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,24.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5057.0,False,,,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,False,,99999.0
OR,,False,,,,,4000.0,,,"RI Extended Warranty 36 months or 4,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 36 months or 4,000 operation hours. Parts Only",,EXT-RI-36-4000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,,True,36.0,,,,False,2060-12-31,0.0,,,,,First Owner;Preowned;Dealer Rental,6035.0,False,,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,False,,99999.0
